,img_id_A,img_id_B,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
576,1543b,1149c,0,2,1,1,2,2,2,1,0,2,1,1,1,3,2,1,3,3,2
577,1488a,0457a,0,1,1,1,0,2,3,0,0,2,2,3,1,3,2,2,0,1,2
578,1330a,1330c,1,3,2,1,3,2,2,0,0,2,1,1,1,2,2,2,1,3,2
579,1267a,0431c,0,2,1,1,0,2,2,2,2,1,2,0,1,0,2,2,2,3,2
580,0537a,0537c,1,3,1,1,3,2,2,2,1,2,2,2,1,3,2,2,2,0,1
581,1129b,1495b,0,3,1,1,0,2,2,1,4,1,1,1,1,2,2,1,1,0,2
582,0363c,1451a,0,1,1,1,0,2,2,3,0,2,1,4,1,3,2,2,0,4,2
583,0562c,0532b,0,3,0,1,3,2,1,0,2,2,2,1,1,3,0,2,0,1,1
584,1353b,0473c,0,2,1,0,2,2,1,0,2,2,1,1,1,3,2,3,2,4,1
585,1129c,1129b,1,1,2,1,3,2,2,0,2,2,3,1,1,0,2,2,1,4,1
586,0321b,1328b,0,3,2,1,3,2,2,1,4,2,1,2,1,0,2,2,3,2,2
587,0374c,0927c,0,2,1,1,3,2,2,3,0,2,2,1,0,2,2,1,0,1,2
588,1284a,0373a,0,2,1,1,0,2,2,1,4,2,3,0,1,0,0,2,0,2,2
589,0594b,0594c,1,0,0,0,3,2,0,0,3,2,0,4,2,4,2,2,0,3,2
590,1547b,1547c,1,2,0,1,1,2,1,0,2,2,2,0,1,3,2,3,0,0,2
591,0463a,0463b,1,1,1,1,0,0,3,3,4,2,0,0,0,3,2,3,0,3,2
592,1123b,1426a,0,0,2,1,0,2,2,1,1,2,2,0,1,1,2,2,1,2,1
593,1492a,1492c,1,1,1,1,3,2,1,0,0,2,1,1,1,3,2,3,0,2,2
594,1123b,1123a,1,0,2,1,0,2,2,1,1,2,2,1,2,1,0,1,1,2,1
595,0321c,1180a,0,2,1,1,2,2,2,0,2,2,2,1,1,2,2,2,1,1,2
596,0587b,0587c,1,0,1,1,0,2,1,1,0,1,1,4,0,3,2,3,1,3,2
597,1194b,1194c,1,2,4,0,1,2,2,0,1,2,2,1,2,1,2,2,0,3,2
598,1386a,0458a,0,1,1,1,0,2,2,0,3,2,2,1,1,0,2,2,1,0,2
599,1336b,1336c,1,3,1,1,3,2,3,0,4,2,0,1,1,0,2,3,0,0,2
600,0538a,1363c,0,2,1,0,3,2,2,1,4,2,0,1,0,1,0,2,0,1,1
601,0353a,0353b,1,2,1,1,3,1,2,0,2,2,2,1,1,1,2,1,1,2,1
602,1343a,1343c,1,2,0,1,0,2,1,0,0,2,0,0,1,1,2,1,0,1,1
603,0547a,0547c,1,2,2,0,1,2,2,0,1,2,1,2,1,3,2,1,2,1,1
604,1508b,1508c,1,1,1,1,0,2,1,1,0,1,1,4,1,1,0,2,0,0,2
605,0472c,1114a,0,2,1,1,1,2,2,3,2,2,2,1,1,3,0,2,2,0,1
606,0536a,0353a,0,2,1,1,0,2,3,0,4,2,2,1,1,3,1,2,0,2,2
607,1504b,0315b,0,3,1,1,3,1,2,0,4,2,2,1,0,2,2,1,1,3,2
608,1371c,1343c,0,2,1,1,0,2,3,2,3,2,0,0,1,1,2,1,0,1,1
609,0328a,0350a,0,3,1,0,2,2,3,0,2,2,3,2,1,0,1,2,1,3,2
610,0587a,0587c,1,1,1,1,2,2,2,2,0,2,1,4,0,3,2,3,1,3,2
611,1450b,1450a,1,2,2,1,3,2,3,0,3,2,3,1,1,3,2,2,2,1,1
612,0355b,0585c,0,1,4,1,0,0,2,1,1,1,0,1,0,2,2,1,1,0,2
613,1421a,1421b,1,1,0,1,0,2,2,3,3,2,3,1,1,3,2,2,2,2,1
614,1378b,1119c,0,3,1,1,3,2,2,1,3,2,2,1,1,3,2,2,1,2,1
615,0492a,1240c,0,3,4,1,1,2,2,0,4,2,2,1,0,0,2,3,1,1,2
616,0373b,0373c,1,2,1,1,1,2,1,0,0,1,3,0,1,3,2,3,1,4,2
617,1341b,1341c,1,2,4,1,0,2,3,0,2,2,2,1,1,2,2,2,1,4,2
618,0317c,0434a,0,0,0,0,2,2,3,1,3,2,3,0,0,2,0,3,3,0,2
619,0445b,0445c,1,1,1,1,3,2,1,1,1,1,2,4,1,3,0,2,0,4,2
620,1374b,0489a,0,1,1,1,0,2,2,2,2,1,1,4,2,0,2,3,1,2,2
621,0347a,0347b,1,2,4,1,3,0,3,1,4,1,1,1,0,0,0,2,2,0,1
622,1501b,1501a,1,3,1,1,2,2,1,1,0,1,1,3,1,0,2,3,1,3,2
623,0363b,0567b,0,1,1,1,1,2,1,0,1,1,1,2,1,0,2,2,1,2,1
624,0381c,1495a,0,1,4,1,3,2,3,0,2,2,2,1,0,3,2,1,0,3,2
625,0569c,0569a,1,1,1,1,0,2,2,3,3,2,1,1,0,2,2,3,0,3,2
626,0569a,0302a,0,1,1,0,2,2,3,0,3,2,2,0,1,1,0,2,1,1,1
627,0471a,0471c,1,1,4,1,1,2,3,0,1,2,0,0,1,3,2,1,1,2,1
628,0340b,0340c,1,1,4,1,1,2,1,0,3,2,1,0,1,1,2,1,0,3,2
629,0445c,1497c,0,2,4,1,3,0,2,0,4,2,2,0,1,3,2,2,3,4,2
630,1255a,1255c,1,1,1,1,0,2,2,1,0,1,2,1,1,0,1,2,0,2,2
631,0307b,1197c,0,3,0,1,0,2,2,1,2,2,1,2,1,0,0,2,0,4,2
632,0365a,0365b,1,0,2,1,0,2,2,0,1,2,2,1,1,3,0,2,0,2,1
633,1429b,1520c,0,2,1,1,0,0,2,0,1,1,2,1,1,3,1,2,0,1,2
634,0421b,0421a,1,2,0,1,1,0,2,0,0,2,3,2,1,3,2,3,3,3,2
635,1330a,1330b,1,3,2,1,3,2,2,0,0,2,2,2,1,3,2,2,0,4,2
636,1492b,1492c,1,2,2,1,0,2,2,0,0,2,1,1,1,3,2,3,0,2,2
637,1360b,0365a,0,2,0,1,0,2,2,0,2,2,0,2,1,0,2,2,0,1,2
638,1197a,1253b,0,1,4,1,3,0,2,1,0,2,0,1,1,1,2,1,1,1,1
639,1374b,1374a,1,1,1,1,0,2,2,2,2,1,3,2,0,2,2,3,0,4,2
640,1450b,0357b,0,2,2,1,3,2,3,0,3,2,2,1,0,0,0,2,2,3,2
641,0411c,0531b,0,2,1,1,3,2,1,0,4,2,2,0,1,3,2,1,0,2,2
642,0563a,0353c,0,1,1,1,1,0,2,0,2,1,1,2,1,1,2,3,0,1,2
643,0477a,1153b,0,2,1,1,1,2,1,0,0,2,0,4,1,3,2,2,1,2,2
644,1302a,1344c,0,2,1,1,3,2,2,0,0,2,3,1,1,3,2,2,1,4,2
645,0550b,0392b,0,3,0,1,0,2,2,0,4,2,1,2,1,0,2,2,2,0,1
646,1508b,1212a,0,1,1,1,0,2,1,1,0,1,2,1,1,0,0,2,2,2,1
647,1371c,1099a,0,2,1,1,0,2,3,2,3,2,2,1,1,3,0,2,2,3,2
648,0411a,0522b,0,3,1,1,0,2,1,1,4,2,2,1,0,2,2,2,0,4,2
649,0313b,1194b,0,2,1,0,2,2,2,0,0,2,2,4,0,1,2,2,0,1,2
650,0571b,0571a,1,0,1,1,0,2,2,0,0,2,2,4,1,3,2,3,0,1,2
651,1127a,1127b,1,1,1,1,3,2,2,1,3,2,3,1,1,0,2,2,1,0,2
652,1361b,1547a,0,1,0,1,3,2,2,0,4,2,2,4,1,1,2,1,0,2,2
653,0314a,0540a,0,1,1,1,0,2,1,2,1,1,3,3,1,1,2,3,0,3,2
654,1367b,1367c,1,1,1,0,1,2,1,0,3,2,1,1,1,3,2,0,0,3,2
655,0359b,0466c,0,3,2,1,0,2,2,3,0,2,3,1,1,2,2,1,2,0,1
656,1237a,1237c,1,2,1,0,1,2,2,0,1,2,2,1,0,2,2,2,0,1,2
657,0401b,0597a,0,2,0,2,3,2,3,3,2,2,3,4,2,0,2,3,3,1,1
658,1468b,1468c,1,3,1,1,2,2,2,1,3,2,1,2,1,3,2,2,0,4,2
659,0351c,0351b,1,1,0,1,0,2,2,1,2,2,1,1,1,1,3,2,1,3,2
660,0531a,0562a,0,2,2,1,1,2,2,0,3,2,0,1,1,3,2,2,1,4,2
661,1430b,0885c,0,1,1,1,1,1,2,0,3,2,2,1,1,0,1,3,0,0,2
662,0488c,1308c,0,1,4,0,1,2,2,0,4,2,0,1,2,4,2,2,0,3,2
663,0597c,0597b,1,1,4,1,0,2,2,1,1,2,2,4,1,3,2,3,0,3,2
664,1489a,1489b,1,1,1,1,3,2,2,0,0,2,2,1,1,3,2,2,1,2,2
665,1319b,1319c,1,2,4,2,3,2,2,2,1,2,1,0,1,0,2,0,1,4,2
666,1528c,1335b,0,0,1,1,3,2,2,0,0,2,2,2,1,0,2,2,3,2,2
667,1284a,1284c,1,2,1,1,0,2,2,1,4,2,3,1,1,0,2,1,1,2,2
668,1552a,1552b,1,3,0,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,1
669,1309b,1366c,0,2,2,1,3,2,2,0,0,2,0,1,1,0,2,2,1,1,1
670,0451b,0451c,1,2,1,1,3,0,2,1,2,1,1,0,1,1,2,2,0,2,1
671,1091b,0340b,0,1,1,1,0,2,2,2,1,1,1,4,1,1,2,1,0,3,2
672,0385c,1348c,0,2,2,1,0,1,2,2,1,2,1,3,1,1,2,2,2,0,1
673,1364b,0555b,0,3,1,1,3,2,2,1,1,2,1,1,1,0,1,2,0,2,2
674,1475b,0569a,0,3,1,0,3,2,2,0,3,2,1,1,0,2,2,3,0,3,2
675,1366a,1366b,1,3,1,1,0,2,1,1,1,2,2,2,1,3,2,2,1,2,2
676,0338a,0449c,0,2,4,1,0,2,3,0,1,2,1,0,1,3,2,3,0,0,2
677,0351c,0496c,0,1,0,1,0,2,2,1,2,2,3,4,1,3,2,2,0,1,2
678,1411a,1411c,1,2,0,1,1,2,2,1,1,2,0,1,1,3,2,3,0,2,2
679,1510a,1460b,0,1,1,1,0,2,1,0,3,2,2,2,1,3,2,2,1,3,2
680,1391b,1208c,0,3,4,1,0,2,2,1,4,2,0,1,1,0,2,1,3,2,2
681,0316b,0316a,1,2,1,1,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2
682,1567b,0317a,0,3,1,0,2,2,2,0,0,2,1,1,0,2,0,1,1,2,1
683,0376c,0376b,1,2,1,0,0,3,2,2,3,2,1,2,0,2,0,1,1,1,1
684,0414b,0414c,1,1,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,3,2
685,0357a,0357c,1,3,4,1,1,2,3,2,3,2,0,2,1,1,0,2,0,1,1
686,1300a,1300b,1,1,1,1,1,2,2,0,1,2,2,1,1,0,2,1,0,2,2
687,1465a,1234b,0,3,4,1,0,2,2,3,2,2,3,0,1,1,2,3,0,4,2
688,1534b,1119b,0,1,1,1,3,2,2,1,1,2,1,1,1,3,2,3,0,1,2
689,0537a,0537b,1,3,1,1,3,2,2,2,1,2,2,1,0,3,0,2,1,4,2
690,0306a,0429b,0,3,1,1,2,2,2,0,1,2,1,1,1,3,2,3,1,4,2
691,0351c,0421c,0,1,0,1,0,2,2,1,2,2,1,0,1,1,2,2,1,1,1
692,0302a,0489a,0,2,0,1,1,0,2,1,1,1,1,4,2,0,2,3,1,2,2
693,1343a,1343b,1,2,0,1,0,2,1,0,0,2,2,1,1,0,2,3,1,4,2
694,1463a,0445a,0,2,1,1,0,2,2,1,1,1,2,2,1,0,0,2,0,3,2
695,1336a,1336b,1,0,1,1,2,2,2,0,0,2,3,1,1,3,2,3,0,4,2
696,1367b,0434a,0,1,1,0,1,2,1,0,3,2,3,0,0,2,0,3,3,0,2
697,1391c,1391b,1,2,1,1,0,2,2,1,1,2,3,4,1,0,2,2,1,4,2
698,1377a,1377c,1,2,2,1,3,0,3,0,2,2,2,1,0,2,2,3,0,3,2
699,1424b,1424c,1,3,1,1,0,0,2,0,0,2,1,1,1,3,2,2,1,1,1
700,1271b,1271c,1,3,4,2,2,0,2,1,3,2,0,1,2,4,2,2,2,2,2
701,0355a,0969c,0,3,2,1,3,2,3,0,3,2,3,4,1,3,2,2,2,3,2
702,0593b,0416a,0,3,4,1,0,2,2,3,3,2,1,1,2,4,3,2,1,1,1
703,1259b,1259c,1,1,0,1,3,2,1,2,2,1,0,1,1,0,0,2,2,1,1
704,0927c,1253b,0,2,1,0,2,2,1,0,1,2,0,1,1,1,2,1,1,1,1
705,1386a,1386c,1,1,1,1,0,2,2,0,3,2,3,1,1,3,2,2,0,2,2
706,0403c,0366b,0,1,0,0,0,2,2,0,3,2,3,1,2,4,3,2,0,2,2
707,1129a,0351a,0,3,1,1,0,2,2,3,1,2,1,2,0,0,2,2,0,3,2
708,1208a,1208c,1,0,4,1,0,0,2,0,2,2,0,1,1,0,2,1,3,2,2
709,1039c,1039a,1,2,4,1,0,2,2,3,1,2,3,1,0,0,0,3,1,0,2
710,1448a,1448c,1,2,1,1,0,2,1,0,0,1,3,4,1,3,2,2,1,1,2
711,0510c,0354a,0,3,1,1,1,2,1,1,0,2,2,1,1,4,2,1,0,4,2
712,0323c,0323b,1,1,0,1,1,0,1,0,0,1,3,0,0,1,0,3,1,1,1
713,1144c,1226c,0,1,1,1,2,2,1,0,0,2,2,0,0,0,0,2,0,0,2
714,0969a,0969c,1,2,2,1,1,2,2,1,2,1,3,4,1,3,2,2,2,3,2
715,1381a,0368c,0,1,4,0,1,2,2,0,1,2,3,1,0,2,2,3,2,2,2
716,1458b,1458c,1,1,1,1,0,2,2,1,2,1,1,4,1,3,2,2,0,0,2
717,1543a,1543b,1,3,1,1,0,2,2,0,4,2,2,1,1,2,2,2,1,0,2
718,1323a,1323c,1,2,0,1,1,2,3,2,3,2,1,0,1,1,2,2,3,0,1
719,1361b,0510c,0,1,0,1,3,2,2,0,4,2,3,1,1,1,2,1,1,0,2
720,0327b,1140a,0,0,1,1,1,1,2,0,3,2,3,4,0,2,2,1,1,3,2
721,1120a,1489c,0,2,1,1,3,2,2,0,2,2,2,4,1,0,2,2,1,1,2
722,1386a,1451c,0,1,1,1,0,2,2,0,3,2,0,0,1,0,2,2,0,0,2
723,1309a,1309c,1,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,0,2,1
724,0367a,1565a,0,2,1,1,0,2,2,0,4,2,2,4,1,3,2,2,0,1,2
725,0496e,0431a,0,2,1,0,1,2,3,0,2,2,3,2,1,3,1,2,3,2,2
726,1495a,1495c,1,2,1,0,3,2,1,0,3,2,1,1,1,0,0,2,1,2,1
727,0381b,1255c,0,3,1,1,0,2,3,0,4,2,2,1,1,0,1,2,0,2,2
728,0537a,1197c,0,3,1,1,3,2,2,2,1,2,1,2,1,0,0,2,0,4,2
729,0387b,0387a,1,2,2,0,1,0,1,0,2,1,0,1,0,2,0,1,2,2,2
730,0333c,0463b,0,3,2,1,1,2,1,1,1,2,0,0,0,3,2,3,0,3,2
731,1431c,1431a,1,3,1,1,3,2,3,1,4,2,3,1,1,3,2,1,3,0,2
732,1489a,0515a,0,1,1,1,3,2,2,0,0,2,1,1,1,3,2,2,2,2,1
733,0338b,0338c,1,2,1,1,3,2,1,0,3,2,0,1,1,3,2,2,1,2,1
734,0506b,1103a,0,2,2,1,2,2,2,1,0,1,3,2,0,1,0,1,1,2,1
735,1455a,1455c,1,3,1,1,0,2,2,1,2,2,2,1,1,3,2,2,1,3,2
736,1197a,0924c,0,1,4,1,3,0,2,1,0,2,0,1,1,0,2,1,2,1,1
737,1426c,0469c,0,1,0,1,0,2,3,1,2,2,2,0,1,1,0,2,3,0,1
738,0445a,0387b,0,2,2,1,0,0,2,0,3,2,2,2,0,1,0,1,0,2,1
739,0522b,0522c,1,2,1,0,2,2,2,0,4,2,3,1,2,4,0,2,0,3,2
740,1149b,1149c,1,2,4,1,3,2,2,1,0,2,1,1,1,3,2,1,3,3,2
741,1164c,1485b,0,3,1,1,3,2,3,0,2,2,0,1,1,3,2,1,1,2,1
742,1554b,1554c,1,2,1,1,1,2,2,1,1,1,3,0,1,3,2,2,1,1,2
743,1489a,1489c,1,1,1,1,3,2,2,0,0,2,2,4,1,0,2,2,1,1,2
744,1510b,0544a,0,1,1,1,0,2,2,1,0,2,0,1,1,0,2,2,0,1,1
745,0321b,0380a,0,3,2,1,3,2,2,1,4,2,1,4,1,3,2,2,3,1,2
746,1300b,1300c,1,2,1,1,0,2,1,0,2,2,3,1,1,0,2,2,1,1,2
747,1426b,1426c,1,2,1,1,0,2,1,0,4,2,1,0,1,0,2,3,1,2,2
748,1131a,0324b,0,1,1,1,1,2,1,0,0,2,0,1,1,3,0,2,1,1,1
749,1471b,1417a,0,1,0,1,0,2,2,0,4,2,1,1,0,0,2,3,1,3,2
750,1485b,1485c,1,0,1,1,3,2,1,1,2,1,3,4,1,3,2,3,1,3,2
751,1196a,1196c,1,0,1,1,3,2,2,2,1,1,1,1,1,1,2,3,3,3,2
752,1370a,1370c,1,2,1,1,3,0,2,0,1,2,3,1,1,1,2,2,1,1,2
753,0323c,1125b,0,1,0,1,1,0,1,0,0,1,1,1,2,4,3,2,1,2,1
754,1091b,1091a,1,1,1,1,0,2,2,2,1,1,3,1,2,4,2,2,3,4,2
755,1358a,1358b,1,2,1,1,1,1,2,0,4,2,3,4,0,1,2,2,0,1,2
756,1489c,1538a,0,2,4,1,0,2,2,1,1,2,1,1,1,3,2,3,1,2,1
757,1444b,0401b,0,1,0,1,1,2,2,0,0,1,2,0,2,3,2,3,3,2,2
758,0924a,0924b,1,2,2,1,3,1,2,1,2,2,1,0,1,3,0,2,1,0,1
759,1442a,1442b,1,3,2,1,0,2,2,0,1,2,2,2,1,3,2,2,1,4,2
760,0456c,0456a,1,2,2,1,0,2,3,0,3,2,2,1,0,2,2,2,0,3,2
761,1502b,1329c,0,3,4,1,3,2,2,0,4,2,0,1,1,0,2,2,3,0,2
762,1330b,1330c,1,2,2,1,3,2,2,0,4,2,1,1,1,2,2,2,1,3,2
763,1508b,1508a,1,1,1,1,0,2,1,1,0,1,2,4,1,0,2,2,3,4,2
764,0424a,0477a,0,1,2,1,3,2,2,0,1,2,2,1,1,1,2,1,0,0,2
765,1219c,1091a,0,2,4,0,1,2,3,0,1,2,3,1,2,4,2,2,3,4,2
766,0405c,0405b,1,1,0,1,1,2,2,1,2,1,1,0,1,4,0,2,0,1,2
767,1501c,1501b,1,0,1,1,0,0,2,1,2,1,3,1,1,2,2,1,1,0,1
768,1309a,1309b,1,0,1,1,0,2,2,0,2,2,2,2,1,3,2,2,0,0,2
769,0373a,0373b,1,3,0,1,0,0,2,0,2,2,2,1,1,1,2,1,0,0,1
770,1146a,1146c,1,0,4,1,0,2,2,1,0,2,3,0,1,3,2,2,1,4,2
771,0472a,0381b,0,3,1,1,3,2,3,0,0,2,3,1,1,0,2,3,0,4,2
772,0950a,0950b,1,2,1,1,3,0,2,2,2,1,1,0,1,3,0,1,0,3,2
773,0532b,1493b,0,2,1,1,3,0,2,0,1,1,2,4,1,0,2,2,3,3,2
774,1411a,1411b,1,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2
775,0327c,0327a,1,1,1,1,1,2,1,1,2,1,3,1,1,1,2,0,0,4,2
776,1231a,1231c,1,1,2,1,0,2,2,1,0,2,1,4,1,3,2,2,1,3,2
777,1129c,1129a,1,1,2,1,3,2,2,0,2,2,3,1,1,0,2,2,3,1,2
778,1153b,1153c,1,0,4,1,3,2,2,1,2,2,2,1,1,0,1,2,0,1,2
779,1386a,1386b,1,1,1,1,0,2,2,0,3,2,3,1,1,0,2,2,0,1,2
780,1260b,1260c,1,2,1,1,1,2,1,1,0,2,3,2,1,0,2,2,1,1,2
781,1164c,1336a,0,3,1,1,3,2,3,0,2,2,0,1,1,2,2,2,0,0,2
782,0301b,1480c,0,1,1,1,2,2,3,0,0,2,0,0,1,1,2,2,1,2,2
783,1565b,1565c,1,2,1,1,3,0,2,0,2,2,2,1,1,0,2,2,2,2,2
784,1325a,1325c,1,3,1,1,0,1,2,0,1,2,1,4,1,3,2,3,1,2,2
785,0520a,1152c,0,2,4,1,0,2,1,3,3,2,0,0,1,1,2,1,1,1,1
786,1231a,1231b,1,1,2,1,0,2,2,1,0,2,0,0,1,0,2,2,0,1,2
787,0472a,0472c,1,3,1,1,3,2,3,0,0,2,2,1,1,1,2,2,3,2,2
788,1129a,1129b,1,3,1,1,0,2,2,3,1,2,3,1,1,0,2,2,1,4,1
789,1323b,1323c,1,1,1,0,2,2,1,1,3,2,1,0,1,1,2,2,3,0,1
790,0333a,0376c,0,2,1,1,3,2,1,2,0,1,2,1,0,0,3,2,2,3,2
791,1131a,1131b,1,1,1,1,1,2,1,0,0,2,2,0,1,1,2,2,0,3,2
792,0516a,0549c,0,2,0,1,0,0,3,0,3,2,3,1,1,3,3,3,3,4,2
793,0458b,0516a,0,3,2,1,3,2,2,1,3,2,2,0,1,0,0,3,0,3,2
794,0492a,0492b,1,3,4,1,1,2,2,0,4,2,2,0,1,0,2,1,1,3,2
795,1445a,1307a,0,0,1,1,3,2,2,0,3,2,1,1,1,3,2,2,0,1,1
796,0372b,0489a,0,1,1,1,3,1,2,1,2,2,1,4,2,0,2,3,1,2,2
797,1164c,0491a,0,3,1,1,3,2,3,0,2,2,2,1,1,1,2,1,0,2,1
798,1513b,1513c,1,2,0,1,3,2,3,0,2,2,1,1,1,0,1,2,1,1,2
799,1378b,1378a,1,3,1,1,3,2,2,1,3,2,3,4,1,3,2,3,0,0,2
800,1305a,1424c,0,1,1,1,0,2,2,0,0,2,1,1,1,3,2,2,1,1,1
801,1219b,1219c,1,2,0,1,0,2,1,0,3,2,2,4,0,1,2,3,0,1,2
802,1433b,1433c,1,3,1,1,3,0,2,0,1,2,1,4,1,0,2,2,1,0,2
803,1409b,1409a,1,1,1,1,3,2,3,3,1,2,3,4,1,3,0,2,0,4,2
804,0450c,0450b,1,1,1,0,0,0,1,0,1,1,1,2,0,1,0,2,0,2,1
805,1408c,1408b,1,0,1,1,0,0,2,0,2,1,1,1,0,1,0,3,0,2,1
806,1039c,1197c,0,2,4,1,0,2,2,3,1,2,1,2,1,0,0,2,0,4,2
807,1371c,1408c,0,2,1,1,0,2,3,2,3,2,0,1,1,0,0,2,0,2,1
808,0518b,1253c,0,1,1,1,0,0,1,1,2,1,2,0,0,2,2,2,0,0,2
809,0489c,0489a,1,1,1,1,1,2,2,1,2,1,1,4,2,0,2,3,1,2,2
810,0587c,1348c,0,1,4,0,3,2,3,1,3,2,1,3,1,1,2,2,2,0,1
811,0492a,0492c,1,3,4,1,1,2,2,0,4,2,2,0,1,1,2,1,0,1,2
812,0579a,1374c,0,1,0,1,3,2,2,0,1,2,3,0,1,0,2,1,0,3,2
813,1463b,1463c,1,3,1,1,3,2,1,0,1,2,1,2,1,0,2,2,0,1,2
814,1222c,1417a,0,0,1,1,0,2,2,1,2,1,1,1,0,0,2,3,1,3,2
815,1382c,1382b,1,2,2,1,0,2,2,0,1,2,2,1,1,0,0,2,0,0,2
816,1501c,1501a,1,0,1,1,0,0,2,1,2,1,1,3,1,0,2,3,1,3,2
817,0555b,0555c,1,1,1,1,0,1,2,0,2,2,3,0,1,1,2,2,0,4,2
818,0491b,0491a,1,2,1,1,0,2,1,1,0,2,2,1,1,1,2,1,0,2,1
819,1452b,1137c,0,1,0,1,3,2,2,0,2,2,2,2,1,3,2,2,0,3,2
820,1424a,1538a,0,3,4,1,0,2,2,1,2,2,1,1,1,3,2,3,1,2,1
821,0434b,0434a,1,1,4,1,0,2,2,0,0,2,3,0,0,2,0,3,3,0,2
822,0441b,1099c,0,2,2,1,0,0,2,3,2,2,2,4,0,2,2,2,0,3,2
823,1517b,1517c,1,1,1,1,3,2,2,0,3,2,3,0,1,0,2,2,1,4,2
824,1528c,1552b,0,0,1,1,3,2,2,0,0,2,2,1,1,3,2,1,1,1,1
825,1121a,0319c,0,2,1,1,3,2,2,0,1,2,2,0,0,0,2,2,0,2,2
826,1447a,1447c,1,2,1,1,3,2,1,1,0,2,1,1,0,1,2,2,2,2,2
827,1334c,1294a,0,3,4,1,3,2,3,1,2,2,1,0,1,0,2,1,0,0,1
828,0313b,1431a,0,2,1,0,2,2,2,0,0,2,3,1,1,3,2,1,3,0,2
829,1520c,0396b,0,2,1,1,3,1,2,0,1,2,2,1,0,1,2,2,1,3,2
830,1191b,1272a,0,3,4,0,1,2,1,0,3,2,1,1,1,2,2,1,2,0,1
831,1414b,1414c,1,0,4,0,0,0,1,1,1,1,1,0,1,1,3,1,1,2,1
832,1140c,1323a,0,2,4,1,2,2,1,0,1,2,2,0,1,1,2,3,2,3,2
833,0896a,0319b,0,3,1,1,1,2,3,0,3,2,1,1,1,1,2,3,0,2,1
834,1481b,1481c,1,2,1,1,1,2,2,1,0,2,2,1,1,3,2,1,0,0,2
835,0475a,1219c,0,0,1,1,2,2,2,1,4,2,2,4,0,1,2,3,0,1,2
836,0518a,1152a,0,2,1,1,0,0,2,2,1,1,3,4,0,2,2,1,0,2,2
837,0374c,1426a,0,2,1,1,3,2,2,3,0,2,2,0,1,1,2,2,1,2,1
838,1512b,0538b,0,2,0,1,0,2,2,0,0,2,1,1,1,3,2,1,2,1,2
839,1176b,0595c,0,1,4,1,1,2,2,0,2,2,3,1,1,3,2,3,3,4,2
840,1391b,1391a,1,3,4,1,0,2,2,1,4,2,3,4,1,3,2,3,0,3,2
841,0338a,0338c,1,2,4,1,0,2,3,0,1,2,0,1,1,3,2,2,1,2,1
842,1375b,1375c,1,1,4,1,3,2,2,0,3,2,3,4,1,0,2,2,0,0,2
843,0363a,0348b,0,0,0,1,1,2,2,1,1,2,1,1,1,1,0,1,0,2,1
844,0539a,0539c,1,2,4,1,3,2,2,1,2,2,2,1,1,0,2,2,3,0,2
845,0363b,0322b,0,1,1,1,1,2,1,0,1,1,1,1,1,3,1,2,0,1,2
846,1512b,1512c,1,2,0,1,0,2,2,0,0,2,2,1,1,1,2,2,1,3,2
847,0577a,0577b,1,2,1,1,0,2,2,0,1,2,2,1,0,3,2,2,1,2,2
848,0539a,0539b,1,2,4,1,3,2,2,1,2,2,3,1,1,0,0,2,0,2,2
849,1362a,1362b,1,3,1,1,3,2,2,0,0,2,2,1,1,3,2,2,0,4,2
850,1481a,1481c,1,3,1,1,1,2,2,0,3,2,2,1,1,3,2,1,0,0,2
851,0859a,1210a,0,2,0,1,3,2,0,0,3,2,0,1,1,0,0,2,2,2,1
852,0562a,1358c,0,0,1,1,3,2,2,1,4,2,3,4,1,1,2,3,1,1,2
853,1284a,0456c,0,2,1,1,0,2,2,1,4,2,2,2,1,0,2,3,0,3,2
854,0531a,1171a,0,2,2,1,1,2,2,0,3,2,1,2,1,3,2,3,0,0,2
855,0550c,1219c,0,2,0,1,1,2,2,0,4,2,2,4,0,1,2,3,0,1,2
856,0322b,0324a,0,1,1,1,3,1,2,0,1,2,0,2,1,0,1,2,1,3,2
857,1447b,0450b,0,1,4,1,0,2,2,2,1,1,1,2,0,1,0,2,0,2,1
858,1178b,1178c,1,3,0,1,3,2,2,3,1,2,2,4,1,3,0,2,1,0,2
859,1546b,1546a,1,3,1,1,0,0,3,0,3,2,1,1,0,3,2,1,1,2,1
860,0354b,0354c,1,3,1,1,0,2,3,1,4,2,1,0,0,1,0,1,3,2,2
861,0458a,1517c,0,2,1,1,0,2,2,1,0,2,3,0,1,0,2,2,1,4,2
862,1343b,1343c,1,2,1,1,0,2,3,1,4,2,0,0,1,1,2,1,0,1,1
863,1381a,0401c,0,1,4,0,1,2,2,0,1,2,1,3,1,3,0,3,0,4,2
864,1227b,1513c,0,3,1,1,3,2,1,0,4,2,1,1,1,0,1,2,1,1,2
