,img_id_A,img_id_B,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
576,0337a,0337c,1,2,1,1,3,2,2,3,2,1,3,4,1,1,2,1,1,3,2
577,0337b,0337c,1,3,4,1,3,2,2,3,4,2,3,4,1,1,2,1,1,3,2
578,0445c,0337c,0,2,4,1,3,0,2,0,4,2,3,4,1,1,2,1,1,3,2
579,1153a,1153b,1,0,1,1,1,2,2,0,0,2,0,4,1,3,2,2,1,2,2
580,0429b,1153b,0,1,1,1,3,2,3,1,4,2,0,4,1,3,2,2,1,2,2
581,1274a,1153b,0,1,1,1,1,2,2,0,3,2,0,4,1,3,2,2,1,2,2
582,1153a,1153c,1,0,1,1,1,2,2,0,0,2,2,1,1,0,1,2,0,1,2
583,1153b,1153c,1,0,4,1,3,2,2,1,2,2,2,1,1,0,1,2,0,1,2
584,1153a,0492b,0,0,1,1,1,2,2,0,0,2,2,0,1,0,2,1,1,3,2
585,0492a,0492b,1,3,4,1,1,2,2,0,4,2,2,0,1,0,2,1,1,3,2
586,1402a,1402b,1,2,1,1,1,2,1,0,3,2,1,2,1,3,0,2,1,3,2
587,0350b,1402b,0,2,1,1,3,2,1,1,4,2,1,2,1,3,0,2,1,3,2
588,0597b,1402b,0,2,4,1,3,2,3,0,3,2,1,2,1,3,0,2,1,3,2
589,1417c,1417b,1,1,1,1,3,2,2,1,2,1,3,4,1,0,2,3,0,3,2
590,1417c,1417a,1,1,1,1,3,2,2,1,2,1,1,1,0,0,2,3,1,3,2
591,1204a,1417a,0,0,0,1,0,2,2,1,0,2,1,1,0,0,2,3,1,3,2
592,0363b,1417a,0,1,1,1,1,2,1,0,1,1,1,1,0,0,2,3,1,3,2
593,1417b,1417a,1,3,4,1,0,2,3,0,3,2,1,1,0,0,2,3,1,3,2
594,1417c,1091b,0,1,1,1,3,2,2,1,2,1,1,1,1,0,2,2,2,1,1
595,1520a,1520c,1,3,2,1,3,2,2,0,2,2,2,1,1,3,1,2,0,1,2
596,0307a,1520c,0,2,0,1,3,2,2,0,4,2,2,1,1,3,1,2,0,1,2
597,1520a,1176b,0,3,2,1,3,2,2,0,2,2,1,4,1,1,2,2,0,2,2
598,1521a,1521c,1,2,2,1,0,2,2,1,1,2,0,1,1,2,2,2,1,0,2
599,0411b,1521c,0,1,2,1,1,2,2,0,1,2,0,1,1,2,2,2,1,0,2
600,1521a,1521b,1,2,2,1,0,2,2,1,1,2,3,1,1,3,0,2,3,3,2
601,1521c,1521b,1,0,1,1,2,2,2,1,0,2,3,1,1,3,0,2,3,3,2
602,0597c,0597a,1,1,4,1,0,2,2,1,1,2,3,4,2,0,2,3,3,1,1
603,0597b,0597a,1,2,4,1,3,2,3,0,3,2,3,4,2,0,2,3,3,1,1
604,0344c,0597a,0,1,1,0,2,2,2,1,0,2,3,4,2,0,2,3,3,1,1
605,0597c,1499c,0,1,4,1,0,2,2,1,1,2,2,0,1,3,0,2,1,3,2
606,1499b,1499c,1,2,1,1,2,2,2,3,4,2,2,0,1,3,0,2,1,3,2
607,0355c,0355a,1,1,1,1,1,2,1,0,1,2,3,2,1,3,2,3,0,3,2
608,0515a,0355a,0,1,1,1,3,2,2,2,2,1,3,2,1,3,2,3,0,3,2
609,0355c,0355b,1,1,1,1,1,2,1,0,1,2,1,4,1,0,0,2,1,1,1
610,0355a,0355b,1,3,2,1,3,2,3,0,3,2,1,4,1,0,0,2,1,1,1
611,0355c,1149b,0,1,1,1,1,2,1,0,1,2,2,4,1,3,2,2,1,0,2
612,1149a,1149b,1,1,1,1,0,2,3,1,1,2,2,4,1,3,2,2,1,0,2
613,0396c,0396b,1,3,1,1,0,2,2,3,2,2,2,1,0,1,2,2,1,3,2
614,0307a,0396b,0,2,0,1,3,2,2,0,4,2,2,1,0,1,2,2,1,3,2
615,0319a,0396b,0,2,4,1,0,2,3,1,2,2,2,1,0,1,2,2,1,3,2
616,0353a,0396b,0,2,1,1,3,1,2,0,2,2,2,1,0,1,2,2,1,3,2
617,0396c,1431a,0,3,1,1,0,2,2,3,2,2,3,1,1,3,2,1,3,0,2
618,1431c,1431a,1,3,1,1,3,2,3,1,4,2,3,1,1,3,2,1,3,0,2
619,0550a,0550c,1,3,4,1,3,2,2,0,0,2,2,0,1,1,2,2,0,4,2
620,0550b,0550c,1,3,0,1,0,2,2,0,4,2,2,0,1,1,2,2,0,4,2
621,0550a,1236c,0,3,4,1,3,2,2,0,0,2,1,1,1,1,2,3,0,1,2
622,1236a,1236c,1,3,0,1,3,2,2,0,3,2,1,1,1,1,2,3,0,1,2
623,1366a,1366b,1,3,1,1,0,2,1,1,1,2,2,2,1,3,2,2,1,2,2
624,1366a,1366c,1,3,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,1,1
625,1366b,1366c,1,2,2,1,3,2,2,1,2,2,0,1,1,0,2,2,1,1,1
626,1413a,1497c,0,2,1,1,1,2,3,0,1,2,2,0,1,3,2,2,3,4,2
627,1497a,1497c,1,0,4,1,0,2,2,1,3,2,2,0,1,3,2,2,3,4,2
628,1497b,1497c,1,2,1,1,0,0,2,1,2,1,2,0,1,3,2,2,3,4,2
629,0307a,0307b,1,2,0,1,3,2,2,0,4,2,3,0,1,0,2,2,1,2,2
630,0307a,0307c,1,2,0,1,3,2,2,0,4,2,1,1,1,1,2,2,2,3,2
631,0307b,0307c,1,3,0,1,0,2,2,1,2,2,1,1,1,1,2,2,2,3,2
632,0307a,0429a,0,2,0,1,3,2,2,0,4,2,2,0,1,3,2,3,0,4,2
633,0429b,0429a,1,1,1,1,3,2,3,1,4,2,2,0,1,3,2,3,0,4,2
634,0307a,1174a,0,2,0,1,3,2,2,0,4,2,1,1,1,1,2,3,0,4,2
635,0363c,0363b,1,1,1,1,0,2,2,3,0,2,1,1,1,1,2,1,0,1,1
636,0363c,0363a,1,1,1,1,0,2,2,3,0,2,0,0,1,1,2,2,1,1,2
637,0363b,0363a,1,1,1,1,1,2,1,0,1,1,0,0,1,1,2,2,1,1,2
638,0363c,0316b,0,1,1,1,0,2,2,3,0,2,2,1,1,3,2,2,2,4,2
639,0531a,0316b,0,2,2,1,1,2,2,0,3,2,2,1,1,3,2,2,2,4,2
640,1176b,1176a,1,1,4,1,1,2,2,0,2,2,2,0,2,4,2,2,1,3,2
641,1255a,1255c,1,1,1,1,0,2,2,1,0,1,2,1,1,0,1,2,0,2,2
642,1255b,1255c,1,1,1,1,1,2,2,1,4,2,2,1,1,0,1,2,0,2,2
643,1502b,1255c,0,3,4,1,3,2,2,0,4,2,2,1,1,0,1,2,0,2,2
644,1255a,0334b,0,1,1,1,0,2,2,1,0,1,2,0,1,0,2,2,3,1,2
645,1267c,0334b,0,1,0,1,0,2,2,0,1,1,2,0,1,0,2,2,3,1,2
646,0334a,0334b,1,2,0,1,0,2,3,0,0,2,2,0,1,0,2,2,3,1,2
647,1255a,1178a,0,1,1,1,0,2,2,1,0,1,3,4,1,3,0,2,0,3,2
648,1234a,1234b,1,3,4,1,3,2,2,0,3,2,3,0,1,1,2,3,0,4,2
649,1231a,1234b,0,1,2,1,0,2,2,1,0,2,3,0,1,1,2,3,0,4,2
650,1234a,1234c,1,3,4,1,3,2,2,0,3,2,2,1,0,2,2,3,0,2,2
651,1086b,1234c,0,0,1,1,1,2,2,1,0,1,2,1,0,2,2,3,0,2,2
652,1234b,1234c,1,3,0,1,1,2,3,0,4,2,2,1,0,2,2,3,0,2,2
653,1234a,1224c,0,3,4,1,3,2,2,0,3,2,1,0,1,1,2,1,1,2,2
654,1234a,1123c,0,3,4,1,3,2,2,0,3,2,3,4,1,3,2,2,1,4,2
655,1236a,1236b,1,3,0,1,3,2,2,0,3,2,3,4,1,0,2,2,1,0,2
656,1236c,1236b,1,1,1,1,1,2,3,0,1,2,3,4,1,0,2,2,1,0,2
657,1149a,1149c,1,1,1,1,0,2,3,1,1,2,1,1,1,3,2,1,3,3,2
658,1149b,1149c,1,2,4,1,3,2,2,1,0,2,1,1,1,3,2,1,3,3,2
659,1416a,0449c,0,1,1,1,3,2,1,0,4,2,1,0,1,3,2,3,0,0,2
660,0491c,1497b,0,2,2,1,0,2,2,0,4,2,2,1,1,0,0,2,1,2,1
661,1497a,1497b,1,0,4,1,0,2,2,1,3,2,2,1,1,0,0,2,1,2,1
662,0491c,1425c,0,2,2,1,0,2,2,0,4,2,1,4,1,1,2,1,0,1,2
663,1134a,1134b,1,2,0,1,3,2,2,1,0,2,3,4,1,1,2,2,0,2,2
664,1134a,1134c,1,2,0,1,3,2,2,1,0,2,2,1,1,0,2,2,3,4,2
665,1134b,1134c,1,3,4,1,1,2,2,0,2,2,2,1,1,0,2,2,3,4,2
666,1144b,1144c,1,1,2,1,0,2,2,1,2,2,1,1,1,2,2,1,0,0,2
667,1144b,1208b,0,1,2,1,0,2,2,1,2,2,1,0,1,0,2,1,0,1,1
668,1208a,1208b,1,0,4,1,0,0,2,0,2,2,1,0,1,0,2,1,0,1,1
669,1144b,1408c,0,1,2,1,0,2,2,1,2,2,0,1,1,0,0,2,0,2,1
670,1325a,1408c,0,3,1,1,0,1,2,0,1,2,0,1,1,0,0,2,0,2,1
671,0340a,1408c,0,3,0,1,0,2,3,1,2,2,0,1,1,0,0,2,0,2,1
672,0475a,1408c,0,0,1,1,2,2,2,1,4,2,0,1,1,0,0,2,0,2,1
673,1424a,1424b,1,3,4,1,0,2,2,1,2,2,3,1,1,0,0,2,0,0,2
674,1424a,1424c,1,3,4,1,0,2,2,1,2,2,1,1,1,3,2,2,1,1,1
675,1424b,1424c,1,3,1,1,0,0,2,0,0,2,1,1,1,3,2,2,1,1,1
676,0307b,1341a,0,3,0,1,0,2,2,1,2,2,0,2,1,0,2,2,0,2,2
677,0307b,0927c,0,3,0,1,0,2,2,1,2,2,2,1,0,2,2,1,0,1,2
678,1178a,0927c,0,3,4,1,3,0,2,0,3,2,2,1,0,2,2,1,0,1,2
679,0927a,0927c,1,1,0,1,0,0,2,0,2,1,2,1,0,2,2,1,0,1,2
680,0927b,0927c,1,1,4,1,1,2,3,1,1,2,2,1,0,2,2,1,0,1,2
681,0569c,0569a,1,1,1,1,0,2,2,3,3,2,1,1,0,2,2,3,0,3,2
682,0411b,0569a,0,1,2,1,1,2,2,0,1,2,1,1,0,2,2,3,0,3,2
683,0319a,0569a,0,2,4,1,0,2,3,1,2,2,1,1,0,2,2,3,0,3,2
684,1471c,0569a,0,1,1,1,0,0,1,1,1,2,1,1,0,2,2,3,0,3,2
685,0569c,0569b,1,1,1,1,0,2,2,3,3,2,0,0,1,2,2,1,1,1,2
686,0569a,0569b,1,1,1,0,2,2,3,0,3,2,0,0,1,2,2,1,1,1,2
687,0569c,0546c,0,1,1,1,0,2,2,3,3,2,2,0,1,3,2,1,3,1,2
688,0314c,0546c,0,1,1,1,3,2,0,0,0,2,2,0,1,3,2,1,3,1,2
689,0472a,0592c,0,3,1,1,3,2,3,0,0,2,1,2,1,1,2,3,0,3,2
690,0592b,0592c,1,1,2,1,1,2,2,0,2,2,1,2,1,1,2,3,0,3,2
691,1567b,0592c,0,3,1,0,2,2,2,0,0,2,1,2,1,1,2,3,0,3,2
692,1268a,1268b,1,2,1,1,0,0,2,0,4,2,1,1,1,0,2,2,1,3,1
693,1268a,1268c,1,2,1,1,0,0,2,0,4,2,2,1,1,3,2,3,0,4,2
694,1268b,1268c,1,1,1,1,0,2,2,1,3,1,2,1,1,3,2,3,0,4,2
695,1433a,1433c,1,2,2,1,0,2,2,1,0,2,1,4,1,0,2,2,1,0,2
696,1433b,1433c,1,3,1,1,3,0,2,0,1,2,1,4,1,0,2,2,1,0,2
697,1433a,1194a,0,2,2,1,0,2,2,1,0,2,3,1,1,1,2,1,1,2,1
698,0457a,1194a,0,2,3,1,3,2,2,0,1,2,3,1,1,1,2,1,1,2,1
699,1129a,0515a,0,3,1,1,0,2,2,3,1,2,1,1,1,3,2,2,2,2,1
700,0550b,0515a,0,3,0,1,0,2,2,0,4,2,1,1,1,3,2,2,2,2,1
701,1131a,1131b,1,1,1,1,1,2,1,0,0,2,2,0,1,1,2,2,0,3,2
702,1131a,1181a,0,1,1,1,1,2,1,0,0,2,1,0,1,0,2,1,0,2,2
703,1252a,1252c,1,3,1,1,3,2,3,0,3,2,1,2,1,0,2,2,1,1,1
704,1252b,1252c,1,2,2,1,3,2,2,1,1,2,1,2,1,0,2,2,1,1,1
705,1252a,1196c,0,3,1,1,3,2,3,0,3,2,1,1,1,1,2,3,3,3,2
706,0365a,1196c,0,0,2,1,0,2,2,0,1,2,1,1,1,1,2,3,3,3,2
707,0321a,1196c,0,2,1,1,3,2,1,1,2,1,1,1,1,1,2,3,3,3,2
708,1196a,1196c,1,0,1,1,3,2,2,2,1,1,1,1,1,1,2,3,3,3,2
709,1196b,1196c,1,0,2,1,0,2,2,1,2,1,1,1,1,1,2,3,3,3,2
710,1391a,1196c,0,3,4,1,3,2,3,0,3,2,1,1,1,1,2,3,3,3,2
711,1329a,1329b,1,1,1,1,3,2,1,1,3,2,1,1,1,3,2,2,3,0,2
712,1329a,1329c,1,1,1,1,3,2,1,1,3,2,0,1,1,0,2,2,3,0,2
713,1329b,1329c,1,1,1,1,3,2,2,3,0,2,0,1,1,0,2,2,3,0,2
714,1329a,1547a,0,1,1,1,3,2,1,1,3,2,2,4,1,1,2,1,0,2,2
715,1531c,1090a,0,3,1,1,0,2,3,1,2,2,2,0,1,1,2,1,0,1,1
716,1090c,1090a,1,0,0,1,3,2,2,0,1,2,2,0,1,1,2,1,0,1,1
717,0373a,1090a,0,3,0,1,0,0,2,0,2,2,2,0,1,1,2,1,0,1,1
718,1196a,1090a,0,0,1,1,3,2,2,2,1,1,2,0,1,1,2,1,0,1,1
719,1494a,1494c,1,1,0,1,1,2,2,0,1,2,3,4,1,3,2,3,3,3,2
720,1494b,1494c,1,2,1,1,0,2,1,1,4,2,3,4,1,3,2,3,3,3,2
721,0457c,1494c,0,0,2,1,0,0,2,0,3,2,3,4,1,3,2,3,3,3,2
722,1498a,1498b,1,0,1,1,1,2,2,1,2,2,2,1,1,1,0,2,0,1,2
723,1498a,1212a,0,0,1,1,1,2,2,1,2,2,2,1,1,0,0,2,2,2,1
724,0334b,1212a,0,2,0,1,0,2,2,3,1,2,2,1,1,0,0,2,2,2,1
725,0335a,0335b,1,1,1,1,2,2,2,1,0,2,3,4,1,0,2,2,1,1,2
726,0335a,0335c,1,1,1,1,2,2,2,1,0,2,3,1,1,0,2,1,1,3,2
727,0335b,0335c,1,3,4,1,0,2,2,1,1,2,3,1,1,0,2,1,1,3,2
728,0349a,1201a,0,3,1,1,1,2,1,0,1,2,0,1,1,0,2,2,2,3,2
729,0314b,0314c,1,0,0,1,0,2,2,0,2,2,1,1,1,3,2,0,0,0,2
730,0336a,0314c,0,1,2,1,3,2,2,1,3,2,1,1,1,3,2,0,0,0,2
731,1504c,0314c,0,0,1,1,0,2,1,0,2,1,1,1,1,3,2,0,0,0,2
732,0314b,0314a,1,0,0,1,0,2,2,0,2,2,1,1,1,0,2,1,2,1,1
733,1194b,0314a,0,2,4,0,1,2,2,0,1,2,1,1,1,0,2,1,2,1,1
734,0314c,0314a,1,1,1,1,3,2,0,0,0,2,1,1,1,0,2,1,2,1,1
735,0314b,1171b,0,0,0,1,0,2,2,0,2,2,2,4,1,3,2,1,1,3,2
736,0314b,1538b,0,0,0,1,0,2,2,0,2,2,2,2,1,3,0,2,0,1,1
737,1538a,1538b,1,1,1,1,3,2,3,1,2,1,2,2,1,3,0,2,0,1,1
738,1538c,1538b,1,0,2,1,0,2,1,1,0,2,2,2,1,3,0,2,0,1,1
739,0567b,1538b,0,1,2,1,0,2,2,1,2,1,2,2,1,3,0,2,0,1,1
740,1152b,1152a,1,2,1,1,1,2,3,0,3,2,3,4,0,2,2,1,0,2,2
741,0471c,1152a,0,0,0,1,3,2,1,1,2,1,3,4,0,2,2,1,0,2,2
742,1152b,1152c,1,2,1,1,1,2,3,0,3,2,0,0,1,1,2,1,1,1,1
743,1152a,1152c,1,3,4,0,2,2,1,0,2,2,0,0,1,1,2,1,1,1,1
744,1451b,1152c,0,3,1,1,3,2,3,3,3,2,0,0,1,1,2,1,1,1,1
745,1152b,0492a,0,2,1,1,1,2,3,0,3,2,3,4,1,1,2,2,0,4,2
746,1152b,1485a,0,2,1,1,1,2,3,0,3,2,3,4,1,0,2,2,2,2,2
747,1329b,0521a,0,1,1,1,3,2,2,3,0,2,2,1,1,1,2,1,3,0,2
748,1409b,0521a,0,1,1,1,3,2,3,3,1,2,2,1,1,1,2,1,3,0,2
749,1329b,0593b,0,1,1,1,3,2,2,3,0,2,3,4,1,0,2,2,3,3,2
750,0593a,0593b,1,3,1,1,0,2,2,3,0,2,3,4,1,0,2,2,3,3,2
751,0381c,0593b,0,1,4,1,3,2,3,0,2,2,3,4,1,0,2,2,3,3,2
752,1373a,0593b,0,3,4,1,3,2,2,2,1,2,3,4,1,0,2,2,3,3,2
753,1201b,0593b,0,2,0,1,0,2,3,0,4,2,3,4,1,0,2,2,3,3,2
754,1329b,0885c,0,1,1,1,3,2,2,3,0,2,2,1,1,0,1,3,0,0,2
755,0593a,0885c,0,3,1,1,0,2,2,3,0,2,2,1,1,0,1,3,0,0,2
756,1329c,0885c,0,0,1,1,0,2,2,3,0,2,2,1,1,0,1,3,0,0,2
757,1330a,1330c,1,3,2,1,3,2,2,0,0,2,1,1,1,2,2,2,1,3,2
758,1330b,1330c,1,2,2,1,3,2,2,0,4,2,1,1,1,2,2,2,1,3,2
759,1330a,1260a,0,3,2,1,3,2,2,0,0,2,0,1,1,1,2,2,0,4,2
760,1330a,0525a,0,3,2,1,3,2,2,0,0,2,1,2,1,3,2,1,1,1,1
761,1567b,0525a,0,3,1,0,2,2,2,0,0,2,1,2,1,3,2,1,1,1,1
762,1451a,1451c,1,1,4,1,3,2,2,0,4,2,0,0,1,0,2,2,0,0,2
763,0531a,1451c,0,2,2,1,1,2,2,0,3,2,0,0,1,0,2,2,0,0,2
764,1451a,1451b,1,1,4,1,3,2,2,0,4,2,3,1,1,3,2,3,3,3,2
765,1451c,1451b,1,0,0,1,0,2,2,0,0,2,3,1,1,3,2,3,3,3,2
766,1236c,1430b,0,1,1,1,1,2,3,0,1,2,1,1,1,1,1,2,0,3,2
767,1430a,1430b,1,2,1,1,0,2,3,3,3,2,1,1,1,1,1,2,0,3,2
768,0461a,0537c,0,3,1,1,3,0,2,0,0,2,2,2,1,3,2,2,2,0,1
769,0537a,0537c,1,3,1,1,3,2,2,2,1,2,2,2,1,3,2,2,2,0,1
770,0537b,0537c,1,2,1,0,3,0,2,1,4,2,2,2,1,3,2,2,2,0,1
771,0461a,0556a,0,3,1,1,3,0,2,0,0,2,2,1,1,1,0,2,0,4,1
772,1361b,1361a,1,1,0,1,3,2,2,0,4,2,1,4,1,0,0,2,3,3,2
773,1506a,1361a,0,2,1,0,3,0,2,1,0,2,1,4,1,0,0,2,3,3,2
774,1361b,1146c,0,1,0,1,3,2,2,0,4,2,3,0,1,3,2,2,1,4,2
775,1146a,1146c,1,0,4,1,0,2,2,1,0,2,3,0,1,3,2,2,1,4,2
776,1146b,1146c,1,2,0,1,3,2,1,1,1,2,3,0,1,3,2,2,1,4,2
777,0544a,0488b,0,0,1,1,0,2,2,0,1,1,2,0,0,0,2,1,0,0,2
778,0510c,0488b,0,3,1,1,1,2,1,1,0,2,2,0,0,0,2,1,0,0,2
779,1352a,0488b,0,2,2,1,1,2,2,1,4,2,2,0,0,0,2,1,0,0,2
780,0592b,1485b,0,1,2,1,1,2,2,0,2,2,0,1,1,3,2,1,1,2,1
781,1485a,1485b,1,3,4,1,0,2,2,2,2,2,0,1,1,3,2,1,1,2,1
782,0592b,0562c,0,1,2,1,1,2,2,0,2,2,3,0,1,3,2,1,0,2,2
783,0562a,0562c,1,0,1,1,3,2,2,1,4,2,3,0,1,3,2,1,0,2,2
784,0592b,1231b,0,1,2,1,1,2,2,0,2,2,0,0,1,0,2,2,0,1,2
785,1231a,1231b,1,1,2,1,0,2,2,1,0,2,0,0,1,0,2,2,0,1,2
786,0593a,1551c,0,3,1,1,0,2,2,3,0,2,2,4,1,3,2,2,3,2,2
787,1551a,1551c,1,0,1,1,0,2,2,3,3,2,2,4,1,3,2,2,3,2,2
788,1551b,1551c,1,1,1,1,0,2,1,1,1,1,2,4,1,3,2,2,3,2,2
789,0593a,1267c,0,3,1,1,0,2,2,3,0,2,1,0,1,0,2,2,0,1,1
790,0345a,1267c,0,0,1,1,0,0,2,0,2,2,1,0,1,0,2,2,0,1,1
791,0537a,0537b,1,3,1,1,3,2,2,2,1,2,2,1,0,3,0,2,1,4,2
792,0456b,0537b,0,0,1,1,1,2,2,0,1,1,2,1,0,3,0,2,1,4,2
793,1303c,1303a,1,3,4,1,0,2,2,0,4,2,3,4,1,0,0,2,0,4,2
794,1303c,1303b,1,3,4,1,0,2,2,0,4,2,3,1,0,2,2,2,0,3,2
795,1303a,1303b,1,3,4,1,0,0,2,0,4,2,3,1,0,2,2,2,0,3,2
796,1303c,0517b,0,3,4,1,0,2,2,0,4,2,3,0,1,3,0,1,0,3,2
797,1460a,1460b,1,2,1,1,1,0,2,0,0,2,2,2,1,3,2,2,1,3,2
798,1231a,1231c,1,1,2,1,0,2,2,1,0,2,1,4,1,3,2,2,1,3,2
799,1231b,1231c,1,0,0,1,0,2,2,0,1,2,1,4,1,3,2,2,1,3,2
800,0350b,0350c,1,2,1,1,3,2,1,1,4,2,2,0,1,0,1,1,0,2,2
801,1237a,0350c,0,2,1,0,1,2,2,0,1,2,2,0,1,0,1,1,0,2,2
802,0350b,0350a,1,2,1,1,3,2,1,1,4,2,3,2,1,0,1,2,1,3,2
803,0924a,0350a,0,2,2,1,3,1,2,1,2,2,3,2,1,0,1,2,1,3,2
804,0350c,0350a,1,2,0,1,0,1,1,0,2,2,3,2,1,0,1,2,1,3,2
805,1219a,1219b,1,3,1,1,1,2,1,0,0,2,2,0,1,0,2,1,0,3,2
806,1219a,1219c,1,3,1,1,1,2,1,0,0,2,2,4,0,1,2,3,0,1,2
807,1219b,1219c,1,2,0,1,0,2,1,0,3,2,2,4,0,1,2,3,0,1,2
808,1219a,0313c,0,3,1,1,1,2,1,0,0,2,0,1,1,3,2,2,1,1,1
809,1219a,1429a,0,3,1,1,1,2,1,0,0,2,1,2,1,2,2,2,1,0,1
810,1429b,1429a,1,2,1,1,0,0,2,0,1,1,1,2,1,2,2,2,1,0,1
811,1429c,1429a,1,0,0,1,3,2,2,0,0,2,1,2,1,2,2,2,1,0,1
812,0328b,1429a,0,0,2,1,1,2,3,0,3,2,1,2,1,2,2,2,1,0,1
813,1114a,1429a,0,2,1,1,3,0,2,2,0,1,1,2,1,2,2,2,1,0,1
814,0531a,0531b,1,2,2,1,1,2,2,0,3,2,2,0,1,3,2,1,0,2,2
815,0531a,0531c,1,2,2,1,1,2,2,0,3,2,1,4,1,1,2,2,0,3,2
816,0531b,0531c,1,2,0,1,3,2,1,0,2,2,1,4,1,1,2,2,0,3,2
817,0531a,1240a,0,2,2,1,1,2,2,0,3,2,1,0,1,3,2,2,3,1,2
818,1448a,1448b,1,2,1,1,0,2,1,0,0,1,1,2,1,3,2,2,1,1,2
819,1448a,1448c,1,2,1,1,0,2,1,0,0,1,3,4,1,3,2,2,1,1,2
820,1448b,1448c,1,1,2,1,3,2,2,1,1,2,3,4,1,3,2,2,1,1,2
821,1554a,1554b,1,2,1,1,2,2,1,0,1,2,2,1,1,1,2,2,1,1,1
822,1554a,0327c,0,2,1,1,2,2,1,0,1,2,1,1,1,1,2,1,1,2,1
823,1482a,0327c,0,2,4,1,3,2,2,3,1,2,1,1,1,1,2,1,1,2,1
824,0381b,1267b,0,3,1,1,0,2,3,0,4,2,2,2,1,2,2,2,0,1,2
825,1267c,1267b,1,1,0,1,0,2,2,0,1,1,2,2,1,2,2,2,0,1,2
826,1267a,1267b,1,2,1,1,0,2,2,2,2,1,2,2,1,2,2,2,0,1,2
827,0570c,0570a,1,3,4,1,1,2,2,0,1,2,2,1,0,3,0,2,1,3,2
828,1405b,0570a,0,1,1,1,0,0,2,1,1,1,2,1,0,3,0,2,1,3,2
829,1409b,0570a,0,1,1,1,3,2,3,3,1,2,2,1,0,3,0,2,1,3,2
830,0577b,1547b,0,2,1,0,3,2,2,1,2,2,2,0,1,1,2,1,0,2,2
831,1547a,1547b,1,2,4,1,1,2,1,0,2,2,2,0,1,1,2,1,0,2,2
832,1181a,1181b,1,1,0,1,0,2,1,0,2,2,2,1,0,2,2,1,1,0,2
833,1181a,1181c,1,1,0,1,0,2,1,0,2,2,2,2,1,0,0,3,0,4,2
834,1181b,1181c,1,2,1,0,2,2,1,1,0,2,2,2,1,0,0,3,0,4,2
835,1444b,1181c,0,1,0,1,1,2,2,0,0,1,2,2,1,0,0,3,0,4,2
836,0459b,1181c,0,2,0,1,0,2,3,1,3,2,2,2,1,0,0,3,0,4,2
837,1260a,1260b,1,0,1,1,1,2,2,0,4,2,2,1,1,1,2,1,1,0,2
838,1343a,1343b,1,2,0,1,0,2,1,0,0,2,2,1,1,0,2,3,1,4,2
839,1343a,1343c,1,2,0,1,0,2,1,0,0,2,0,0,1,1,2,1,0,1,1
840,1343b,1343c,1,2,1,1,0,2,3,1,4,2,0,0,1,1,2,1,0,1,1
841,0488b,1343c,0,2,0,0,0,2,1,0,0,2,0,0,1,1,2,1,0,1,1
842,1475a,1475b,1,1,1,0,0,2,2,1,2,2,3,1,0,3,2,2,0,3,2
843,1475a,1475c,1,1,1,0,0,2,2,1,2,2,3,1,1,3,0,1,3,4,2
844,1475b,1475c,1,3,1,0,3,2,2,0,3,2,3,1,1,3,0,1,3,4,2
845,1267a,1475c,0,2,1,1,0,2,2,2,2,1,3,1,1,3,0,1,3,4,2
846,1486b,1475c,0,2,0,1,0,2,3,1,4,2,3,1,1,3,0,1,3,4,2
847,1475a,1423a,0,1,1,0,0,2,2,1,2,2,3,1,1,1,2,2,2,1,1
848,1476a,1476c,1,1,1,1,0,2,1,0,1,1,1,2,1,3,0,2,1,1,1
849,1230b,1476c,0,1,1,0,3,2,2,1,3,2,1,2,1,3,0,2,1,1,1
850,1257a,1476c,0,2,1,1,2,2,1,0,3,2,1,2,1,3,0,2,1,1,1
851,1476a,1253a,0,1,1,1,0,2,1,0,1,1,3,0,1,0,2,2,3,2,2
852,1444a,1253a,0,0,1,1,0,2,3,0,3,2,3,0,1,0,2,2,3,2,2
853,1490b,1253a,0,1,0,1,3,2,1,0,2,2,3,0,1,0,2,2,3,2,2
854,0316b,0316a,1,2,1,1,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2
855,1371c,0316a,0,2,1,1,0,2,3,2,3,2,2,1,2,3,2,3,1,2,2
856,0316b,1204a,0,2,1,1,3,2,2,2,4,2,0,0,1,0,2,2,1,0,2
857,1411a,1411b,1,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2
858,1411a,1411c,1,2,0,1,1,2,2,1,1,2,0,1,1,3,2,3,0,2,2
859,1411b,1411c,1,3,1,1,3,2,3,1,1,2,0,1,1,3,2,3,0,2,2
860,1491c,1411c,0,1,1,1,1,2,2,1,0,2,0,1,1,3,2,3,0,2,2
861,1468b,0459b,0,3,1,1,2,2,2,1,3,2,2,0,1,0,2,3,1,3,2
862,1468b,1363b,0,3,1,1,2,2,2,1,3,2,0,1,1,1,0,2,0,2,1
863,0375a,0375c,1,3,0,1,3,2,2,0,4,2,2,4,1,4,2,2,2,1,1
864,1425c,0375c,0,1,4,1,1,2,1,0,1,2,2,4,1,4,2,2,2,1,1
