,img_id_A,img_id_B,target,f1,f2,f3,f4,f5,f6,f7,f8,f9
854,1253c,0323c,0,1,-1,1,-1,0,0,0,2,0
855,1545a,0537a,0,1,0,1,1,0,2,-1,1,0
856,0594c,0555a,0,-1,0,0,0,-1,1,-2,1,1
857,1149a,0321a,0,2,0,0,-1,0,0,0,0,-1
858,0414a,0429b,0,-1,1,-1,2,2,0,1,-3,-1
859,0492a,1240c,0,0,-1,0,0,0,-1,-2,2,0
860,1544a,1377c,0,2,-1,0,-1,0,1,0,3,0
861,1127a,1127b,1,0,-2,0,0,0,0,-1,-3,0
862,0567b,0474b,0,0,-1,0,0,0,0,0,3,1
863,0537c,1309c,0,1,1,0,3,-2,0,0,-2,0
864,1465a,1234b,0,1,2,0,-4,-2,-1,0,0,0
865,1366a,1366c,1,-1,0,0,3,0,0,0,-2,0
866,1129c,1360a,0,1,0,0,3,0,1,0,1,0
867,1495a,1495b,1,1,0,-1,2,0,-1,1,2,0
868,1545a,1267b,0,-2,-3,0,1,0,1,-1,1,0
869,1193a,0593c,0,-1,1,0,2,0,0,0,1,0
870,1504b,0315b,0,0,0,0,-3,-1,1,-1,0,1
871,1485a,1485c,1,2,0,0,-1,0,-1,3,0,1
872,1272a,0866c,0,0,-1,0,2,2,1,1,0,0
873,0440b,1198a,0,-1,-4,1,-2,0,1,0,2,0
874,1036b,1036c,1,-2,3,0,-1,0,-1,-2,-1,0
875,1350a,1350c,1,2,2,0,3,2,0,-1,1,0
876,0969a,1377c,0,1,1,0,1,0,0,0,-3,0
877,1533b,1533a,1,3,0,0,-1,-1,0,-1,-1,1
878,1433b,1433c,1,0,1,1,0,-2,0,1,-4,-1
879,1451a,1451b,1,0,4,1,0,0,1,1,0,0
880,1320b,1320c,1,-1,0,0,3,0,0,-1,1,0
881,0337a,1533a,0,-1,0,-1,-1,0,1,-3,0,0
882,1377a,1377b,1,-1,0,0,1,0,1,0,-1,0
883,0307a,1411c,0,0,-3,0,2,0,0,1,-4,0
884,1445a,1445b,1,2,2,0,-2,-1,-1,-1,1,0
885,1180a,1180c,1,-1,-3,0,0,0,-1,1,0,-1
886,0313c,1378a,0,-1,0,0,0,0,0,1,-1,1
887,1405b,1405c,1,1,3,0,0,2,0,0,-1,1
888,0350b,0350c,1,0,0,0,2,-2,-1,-1,3,0
889,1451b,1549c,0,2,4,0,0,2,1,0,2,1
890,0584a,0584c,1,0,-1,0,-1,0,0,0,-3,0
891,1320a,1320b,1,-3,0,0,0,0,-1,1,-3,0
892,1240b,1408a,0,0,-3,0,-1,0,1,0,1,0
893,1416b,1416a,1,1,1,0,0,0,-1,-1,0,-1
894,1520c,0521b,0,-2,1,0,0,0,-1,2,-1,0
895,0597b,0597a,1,3,-1,0,-1,0,1,2,1,1
896,1518c,1442b,0,0,-4,0,0,2,-1,1,0,-1
897,1273a,0311c,0,-1,1,0,-1,2,1,0,-1,1
898,0535a,0535c,1,1,0,0,0,0,1,-1,3,1
899,1329b,1335c,0,-2,0,0,1,1,0,0,-1,0
900,0471b,1363a,0,-3,0,1,0,2,-1,1,3,0
901,0564a,0564c,1,-1,0,0,-3,0,-1,1,-2,0
902,0373a,0373b,1,0,3,0,0,0,-1,-2,1,1
903,0579a,1129b,0,0,-1,0,2,2,1,3,-2,0
904,1565a,1565c,1,1,0,0,0,0,0,-1,3,0
905,0571b,1495a,0,1,4,0,1,0,1,-1,1,0
906,1565b,1565c,1,1,-1,0,-3,0,-1,0,-1,0
907,1424b,1424c,1,0,3,0,0,-1,0,0,-1,0
908,0562a,0313b,0,1,-1,0,2,0,-1,0,3,0
909,1391b,1208c,0,0,1,0,-1,0,1,0,2,1
910,0301b,0301c,1,0,-4,0,3,0,0,-1,3,0
911,1424a,1538a,0,0,-2,0,0,0,1,0,1,0
912,1358a,1358b,1,1,4,0,-3,0,0,0,1,0
913,1323a,1212c,0,-2,0,0,-3,2,-1,1,-1,1
914,0338a,1129b,0,1,-1,0,-1,0,0,1,0,-1
915,0337a,0337c,1,1,-1,1,1,0,-1,1,2,0
916,0535a,0535b,1,1,0,0,-2,0,0,-1,4,0
917,0372b,1087a,0,-2,-1,0,-2,2,0,0,0,0
918,1512b,0538b,0,-1,0,0,0,0,1,-1,-1,1
919,1201b,1271a,0,1,-3,2,3,0,0,-2,-1,0
920,1494a,1494b,1,1,3,0,3,0,0,-2,0,1
921,1352b,1352c,1,-1,-3,0,3,0,0,1,1,0
922,1507b,1099c,0,2,1,0,3,0,2,0,-2,0
923,1432c,1460b,0,0,1,1,2,0,0,0,1,0
924,1409a,0410c,0,1,-1,0,0,2,-1,-1,0,1
925,1140c,1567b,0,-1,-1,0,-3,0,-1,0,-2,0
926,0445a,0445c,1,-3,-2,0,0,0,0,-3,0,0
927,1307a,1502b,0,0,-1,0,-2,0,0,2,1,-1
928,1551a,1122a,0,-2,-1,-1,-2,0,-1,-1,0,0
929,1219a,1219c,1,1,1,0,3,0,-1,0,-1,0
930,0576c,1477a,0,2,0,0,0,0,1,-2,3,1
931,1137a,1137b,1,1,4,0,3,0,-1,0,-4,0
932,0374c,1426a,0,0,-3,0,-2,0,-1,-3,1,0
933,0306b,1367a,0,-2,0,0,-3,0,0,1,-1,0
934,0587a,1165c,0,0,-1,0,-2,2,1,2,1,0
935,1490b,1562b,0,0,-2,0,3,2,-1,0,0,0
936,1309b,1309c,1,-2,-1,0,-2,0,-2,0,-2,0
937,0366a,0366b,1,0,-3,0,0,-2,0,-1,2,0
938,0375a,1405b,0,0,3,0,3,0,-1,1,-2,0
939,1224c,0911c,0,1,-2,0,0,2,-1,1,0,0
940,0924a,0924b,1,1,0,-1,3,2,-1,-1,1,1
941,1381a,0401c,0,-1,1,0,-3,0,1,-2,1,0
942,1319a,1319b,1,1,1,1,-3,-2,0,3,1,0
943,1328a,1328c,1,-2,-1,0,3,0,0,-1,-3,1
944,0458c,0458b,1,1,4,0,2,0,0,0,-4,0
945,1364b,0555b,0,0,1,1,3,0,0,0,-1,0
946,1149a,1149b,1,-1,-3,0,-3,0,0,-3,1,0
947,1323a,1323b,1,-1,0,0,-1,2,1,-2,2,1
948,0375a,0375c,1,0,1,0,-1,0,-1,-1,2,1
949,1230a,1230c,1,1,0,0,1,0,0,-1,0,1
950,0307a,0307c,1,2,0,0,3,2,0,0,4,0
951,0471c,1198b,0,-3,0,-1,-3,0,-1,-2,-2,-1
952,1495a,1495c,1,1,3,0,0,0,1,0,1,0
953,1476a,1495a,0,1,3,1,-2,0,2,1,0,0
954,1164c,1336a,0,-1,0,1,-2,-1,-1,-2,1,0
955,0551c,0593c,0,2,1,0,2,0,0,-1,0,0
956,0593a,0593c,1,0,3,0,0,0,3,0,-2,0
957,0552b,0552c,1,-1,4,0,-2,0,1,-1,2,0
958,1552b,1552c,1,-2,-1,0,-4,2,0,1,3,0
959,0496e,0431a,0,1,1,0,-3,0,0,1,-3,0
960,0536b,1501c,0,2,-1,1,-3,0,0,0,1,1
961,0496f,0496c,1,-1,0,2,2,2,0,-3,-1,1
962,0547a,0547c,1,0,0,0,-1,0,0,0,0,0
963,1454a,0892a,0,0,1,1,-2,0,-1,0,-4,0
964,1255a,1255b,1,0,0,0,-1,0,1,3,-1,1
965,0596a,1123b,0,0,3,0,-1,2,1,-2,1,1
966,1361b,1361a,1,-1,-3,0,-1,-2,-1,2,-3,-1
967,0363b,0363a,1,-2,0,0,2,0,1,0,0,1
968,0563a,0323a,0,0,-1,0,-3,0,0,0,-2,-1
969,1143c,0911b,0,0,3,0,-1,0,0,1,1,1
970,1393a,1393c,1,1,1,0,-2,0,0,-1,1,1
971,1140c,0347a,0,1,0,0,-1,0,0,1,2,0
972,1448a,1423a,0,-1,-3,1,-2,0,0,2,-1,-1
973,1547b,1547c,1,-1,0,1,0,0,2,3,0,0
974,1500a,1500b,1,1,1,0,1,0,0,-1,1,0
975,1259a,1259b,1,2,-2,0,0,0,0,-2,3,0
976,0489c,0489b,1,2,3,0,2,0,0,-3,0,0
977,0458a,0301b,0,0,1,0,-3,0,-1,1,0,0
978,1508c,1323c,0,1,3,0,0,1,1,0,1,0
979,1373a,1451b,0,-1,-1,0,-2,2,0,-3,-3,-1
980,1430b,1430c,1,-1,0,0,1,0,-1,0,3,0
981,0510c,0354a,0,-2,0,0,2,2,0,1,0,0
982,0365a,1485c,0,-1,-3,0,0,0,-1,0,-3,0
983,0336a,0336c,1,2,0,0,-1,0,1,-2,-1,1
984,1549c,0517a,0,-2,-2,0,0,0,0,0,0,-1
985,0429b,0327a,0,0,3,0,3,0,0,-2,2,0
986,0859a,1210a,0,1,0,0,0,0,1,1,-1,0
987,0544b,0597c,0,1,-3,0,3,-2,0,-1,1,0
988,1259b,1259c,1,1,1,0,0,0,-2,-1,2,0
989,1433a,1433c,1,1,0,0,-3,0,0,0,1,0
990,0544b,0544c,1,0,-3,0,-3,0,0,-1,0,0
991,0969a,0969b,1,2,-2,0,0,2,0,1,-2,0
992,0327c,0327b,1,0,0,0,0,0,-2,0,-2,0
993,0516a,0516b,1,0,0,-1,0,0,-1,1,2,0
994,1140c,1140b,1,1,3,1,-2,-2,1,0,1,-1
995,1543b,1149c,0,-2,0,0,-1,-1,0,-1,0,1
996,1429b,1520c,0,-1,-4,0,0,0,1,-1,2,0
997,0539a,1167a,0,-1,4,-1,-3,0,0,-1,-1,0
998,0496c,1273a,0,-2,0,0,-2,2,1,0,-1,0
999,1164c,1164a,1,0,1,0,-2,2,0,0,1,1
1000,0517c,0517a,1,0,3,0,0,-2,1,-3,0,0
1001,1087a,1348c,0,1,1,-1,0,0,2,-1,2,0
1002,0491b,0563a,0,-1,-1,0,-1,0,2,0,0,0
1003,1567c,1567b,1,-1,3,1,0,0,2,0,-1,0
1004,0390c,0390a,1,0,-3,0,3,0,0,-1,1,0
1005,1352a,0535c,0,1,0,0,3,0,0,0,0,0
1006,0359b,0466c,0,2,2,1,0,0,1,2,0,-1
1007,0521a,0521b,1,1,0,-1,-2,0,1,-2,0,1
1008,0353a,0353b,1,1,0,0,-2,0,0,0,-1,0
1009,0375a,0375b,1,2,-1,0,1,2,1,0,0,0
1010,1492b,1492c,1,-1,0,0,-3,0,-1,-1,3,0
1011,1547a,0319c,0,2,4,0,-1,0,0,0,-3,0
1012,0537b,0537c,1,-1,3,1,0,2,-1,2,1,0
1013,1513a,1204a,0,0,-2,0,3,1,-1,0,0,-1
1014,0562a,0562c,1,0,-1,0,3,-1,0,0,-2,-1
1015,1140c,1323a,0,-2,-1,0,-3,1,-1,1,-4,0
1016,0592c,1557a,0,0,4,0,0,0,0,0,0,0
1017,0337b,0337c,1,1,-1,0,-1,-1,0,0,1,1
1018,1486a,1486b,1,0,-1,0,-1,0,0,0,-4,0
1019,0307b,0307c,1,1,-4,1,-1,0,0,1,-1,0
1020,1224c,1224b,1,1,0,0,0,0,0,0,1,1
1021,1471b,1534a,0,-1,0,1,-2,0,0,0,-2,0
1022,0518a,0518c,1,1,0,1,0,2,0,1,-3,0
1023,1516a,1516b,1,-2,0,1,-2,0,1,1,-1,-1
1024,0365a,0365b,1,-1,-1,0,0,2,1,-1,-1,1
1025,0520a,0892c,0,0,0,0,0,0,-1,2,-1,0
1026,0411c,0531b,0,0,0,-1,-3,0,0,-1,0,0
1027,0496c,0340a,0,2,1,0,0,0,0,1,-1,0
1028,0429b,0429a,1,0,1,0,2,0,0,0,3,0
1029,1099a,1253c,0,-1,0,0,2,0,0,1,4,0
1030,1394c,1340c,0,0,-3,0,2,0,0,-1,1,0
1031,0313b,1431a,0,1,1,0,0,0,-1,-2,-1,0
1032,1149a,1149c,1,-1,2,-2,-1,2,0,3,-3,0
1033,0483a,0483b,1,-1,-1,0,-2,0,1,0,0,0
1034,1386a,1255a,0,-2,-3,0,-3,0,0,0,1,0
1035,0349a,0333c,0,2,-1,0,3,2,-2,-2,1,1
1036,1171b,1171a,1,0,-1,-1,2,2,-2,1,-4,0
1037,0565b,0565c,1,-1,-2,0,-1,0,-1,0,-1,0
1038,0555b,0340b,0,-1,-1,-1,-2,0,-1,-1,-1,-1
1039,1123c,1123b,1,-1,1,0,0,-2,-2,-2,0,0
1040,0306a,0429b,0,3,-1,-1,2,2,0,2,1,1
1041,1335a,1335b,1,-1,-4,0,2,0,0,1,-2,0
1042,1409a,1350c,0,0,0,0,0,2,0,-1,0,0
1043,1149c,1282c,0,-1,-3,0,-1,0,0,1,-1,-1
1044,1236a,1236c,1,0,3,0,0,0,0,-1,-2,0
1045,0552a,1498a,0,1,0,0,0,1,0,3,0,0
1046,1374b,1374c,1,-1,-3,0,0,0,0,0,1,0
1047,1176b,1426a,0,0,1,0,-1,2,0,2,1,0
1048,0429a,1124c,0,0,4,0,2,0,0,0,0,0
1049,0313c,0453c,0,-2,1,-1,-1,2,0,0,1,0
1050,0458b,0516a,0,0,0,0,-2,1,-1,0,0,-1
1051,1366a,1366b,1,0,3,0,2,0,2,3,-4,0
1052,1243a,1240b,0,-1,-1,0,3,0,-1,0,0,0
1053,1463a,0576b,0,2,3,1,2,0,1,-1,4,1
1054,0366a,1465b,0,-1,1,0,-2,-1,1,-1,0,0
1055,1447a,1496a,0,0,-3,0,2,0,1,2,-3,0
1056,1472c,0575c,0,0,-1,0,1,2,0,-1,3,1
1057,1155b,1155a,1,2,0,0,-3,-2,0,-1,-1,1
1058,0518a,1152a,0,0,-3,0,0,0,-2,1,0,0
1059,0313b,1259c,0,0,0,0,-2,0,1,-1,-1,0
1060,1461b,0522b,0,-2,3,0,0,0,-1,-3,1,0
1061,0456b,0456a,1,1,-1,0,-1,1,-2,-1,0,1
1062,0334a,0334c,1,1,-3,0,0,0,1,-2,0,1
1063,1416b,1245c,0,1,-2,0,0,0,1,1,1,-1
1064,0351c,0421c,0,0,-3,0,1,2,-1,-1,0,1
1065,1489a,1489c,1,0,-3,0,3,2,-1,0,0,0
1066,1305a,1424c,0,1,0,0,2,0,0,0,2,0
1067,1267c,1267b,1,1,-4,0,-3,0,0,-2,2,0
1068,0328a,0571c,0,0,-3,1,1,-1,0,0,-1,0
1069,1386a,1365a,0,-2,0,0,1,0,1,0,1,0
1070,1513b,1513c,1,-1,-3,0,3,0,1,0,2,0
1071,0336a,1499b,0,0,1,0,0,2,1,0,2,0
1072,1252a,1252c,1,-2,-2,0,0,0,-1,0,0,0
1073,1393a,1393b,1,0,-4,-1,0,0,0,2,2,0
1074,1491a,1491c,1,1,-1,0,-1,0,1,-3,3,0
1075,1253a,1253b,1,-2,-3,0,-3,0,-1,0,2,0
1076,1167a,1367a,0,3,3,1,-2,0,2,0,-2,0
1077,1284a,1282b,0,-2,-1,0,-1,0,0,-1,2,0
1078,1534b,1534c,1,1,-2,0,0,0,-1,-3,1,0
1079,0587c,0343c,0,0,-1,0,3,0,0,-2,-4,0
1080,0492a,0969b,0,1,1,0,3,2,-1,-1,-1,0
1081,0450c,1319c,0,0,0,0,3,0,-1,-1,-1,0
1082,1358b,1358c,1,2,-1,0,-2,0,-1,1,-1,0
1083,1391c,1391b,1,-2,-3,0,-3,0,1,0,0,0
1084,0324c,1165c,0,0,1,0,-3,0,0,1,1,1
1085,0321c,0321a,1,-2,-3,0,-3,0,-2,0,-2,0
1086,1409b,1409c,1,1,-2,0,0,0,0,0,0,0
1087,1554a,1554c,1,1,-3,1,0,0,-1,1,1,-1
1088,0367a,0367c,1,-1,3,-1,-1,-1,0,0,1,0
1089,0503a,0538b,0,2,0,1,-1,2,1,0,-2,1
1090,0381b,1091b,0,0,0,0,-3,0,0,-1,-1,1
1091,1343a,0413a,0,1,0,0,3,0,-1,-3,0,0
1092,1504a,0583c,0,-1,-4,0,-3,0,0,-1,1,0
1093,1261b,0539b,0,1,-1,-1,4,1,0,-1,0,0
1094,0357b,0357a,1,3,0,0,0,0,2,-1,0,1
1095,1360b,1360a,1,0,-1,0,1,0,-1,0,0,1
1096,1506a,0473b,0,0,0,0,0,0,0,0,-1,0
1097,0372a,0319a,0,2,0,0,-2,0,1,-1,-1,1
1098,0550b,0350b,0,-1,0,0,0,2,-1,0,0,1
1099,0491a,1374b,0,2,0,0,-3,0,-1,0,2,0
1100,1546b,1194a,0,2,0,0,0,0,1,-2,3,1
1101,1468a,1468c,1,1,-3,0,-3,0,0,0,-1,-1
1102,1121a,1121b,1,-1,-1,0,-3,0,1,0,2,0
1103,0496f,0496d,1,1,1,0,-2,-1,-1,0,0,0
1104,0550a,0550c,1,0,-2,-1,-3,-3,-1,-2,-3,-1
1105,1450a,1450c,1,2,0,0,-2,0,1,0,4,-1
1106,1364c,1364a,1,0,-3,0,0,0,-1,0,0,-1
1107,1442b,0396b,0,2,2,1,-2,0,0,3,0,0
1108,1489a,1531b,0,0,4,0,0,-1,-1,-1,3,0
1109,1546b,1546a,1,2,1,0,1,0,0,-1,-3,0
1110,0314b,0314c,1,1,1,0,-2,0,1,2,2,0
1111,0475a,1197c,0,-1,-1,0,-3,-3,0,-3,-1,0
1112,0365a,0365c,1,3,1,0,3,2,0,0,2,1
1113,1196b,1443c,0,0,1,0,-3,0,0,1,1,1
1114,0355c,1485a,0,-1,0,0,-3,0,0,1,1,0
1115,1284a,1284b,1,1,1,0,0,1,0,1,0,-1
1116,0321c,0321b,1,1,-1,-2,-2,-1,0,-3,-1,0
1117,1289b,1289c,1,-1,-1,0,-1,0,-1,0,0,-1
1118,1146a,1146c,1,-3,1,0,0,0,-1,-1,-2,0
1119,1534c,1255c,0,1,-2,1,3,-2,0,-1,-1,0
1120,0411a,0522b,0,-1,1,0,1,0,-1,0,-1,0
1121,1375a,1319a,0,-1,0,0,-3,0,0,0,3,0
1122,0547c,1140a,0,-1,3,0,3,0,-1,2,-1,1
1123,1513c,0556a,0,1,-1,0,3,0,0,-1,-2,0
1124,1309a,1309b,1,-1,1,0,0,0,1,0,0,0
1125,0317a,0317b,1,-1,-1,0,1,0,-1,0,-1,0
1126,1443c,1443b,1,-2,1,0,-1,2,-2,-3,3,0
1127,0496c,0496e,1,1,4,0,0,0,1,-1,2,1
1128,0569c,0569a,1,1,1,0,2,2,1,3,1,0
1129,1134a,1134c,1,1,0,0,-1,-1,-1,0,-2,0
1130,1146a,0516a,0,-2,1,-1,-3,0,1,1,0,0
1131,1155a,1155c,1,0,0,0,0,0,2,-2,4,0
1132,1492a,1329c,0,-1,0,-2,-1,2,1,0,2,1
1133,1445b,1445c,1,0,-3,0,-3,0,0,0,0,0
1134,0577b,0577c,1,0,0,1,0,0,0,0,1,0
1135,1492a,1492b,1,0,-1,-1,1,0,0,0,2,1
1136,0550c,0553b,0,1,1,2,-3,-2,-2,0,-1,-1
1137,0319a,0319c,1,-1,0,0,1,-1,0,0,1,0
1138,0496c,0496d,1,0,0,0,3,0,2,1,0,1
1139,1485b,1485c,1,-2,-3,0,-3,0,-1,0,-1,0
1140,1224c,0969c,0,2,-4,0,3,0,0,-1,1,0
1141,0491c,0491a,1,-1,-1,0,1,0,1,-1,-3,0
1142,1309a,1341c,0,1,0,0,-2,0,1,-2,1,0
1143,0552a,1424c,0,0,0,1,2,0,-2,1,2,0
1144,1391a,1508c,0,-2,-2,0,3,0,-2,1,-1,0
1145,1273a,1273c,1,-1,0,0,0,0,0,-1,-4,0
1146,1483c,1309c,0,-1,-3,0,-3,0,-2,-2,1,0
1147,0381c,1495a,0,3,0,0,-2,2,-2,-2,-3,1
1148,1146b,1146c,1,-2,1,0,-2,0,0,-1,-2,0
1149,0536a,0353a,0,2,-4,0,-1,0,2,1,-1,0
1150,0316b,1178a,0,0,0,0,-1,2,0,1,-1,0
1151,1487a,1487c,1,1,0,0,3,0,0,0,0,0
1152,1481a,1481c,1,2,-1,1,0,0,0,-1,3,0
1153,0338a,0338c,1,-1,-1,0,0,2,1,1,1,0
1154,1368b,1368c,1,-1,-3,0,3,0,1,0,2,0
1155,0421a,0448b,0,0,1,0,-3,-1,1,-2,-1,0
1156,0411c,1255c,0,-1,-4,0,-2,0,0,1,1,0
1157,1378b,1119c,0,-1,-2,0,-2,0,1,1,-1,0
1158,0535b,0535c,1,-2,-1,0,2,0,1,-1,4,0
1159,0414b,0414c,1,-1,-3,0,2,0,1,2,-1,-1
1160,1491a,1391a,0,0,-1,0,0,0,-1,-1,-2,0
1161,0381c,1286c,0,0,-1,0,3,0,0,1,-1,0
1162,0469a,0469c,1,0,0,0,-3,2,0,1,1,-1
1163,0363c,0363a,1,1,-1,0,0,0,-1,0,-3,0
1164,1447a,1471c,0,0,3,1,-2,-2,0,0,1,0
1165,1540c,0556a,0,-1,-1,0,3,0,-1,0,0,0
1166,0353a,1099c,0,0,2,-1,-2,0,1,-2,3,1
1167,1341a,1341b,1,-2,0,0,-3,0,0,0,1,0
1168,0587a,1483c,0,0,1,0,-3,0,0,-2,2,0
1169,1328a,1328b,1,0,3,0,0,2,0,1,2,0
1170,1513a,1513c,1,2,1,0,-1,-2,-1,0,2,1
1171,1336b,1336c,1,0,3,-1,0,-1,1,1,2,0
1172,1191b,1191c,1,0,-1,1,0,0,-1,-1,1,0
1173,1240b,0485b,0,-1,1,0,0,0,0,1,0,0
1174,1476a,1352a,0,0,4,0,1,0,0,0,0,0
1175,0335a,0510c,0,0,-3,0,2,0,0,1,-3,0
1176,0461a,0461b,1,0,4,0,0,-2,0,-3,2,0
1177,0414a,0414b,1,0,4,0,0,-2,0,-3,0,1
1178,0451a,1512b,0,0,-4,1,-2,-2,0,0,0,0
1179,1134a,1134b,1,0,0,0,3,1,-1,0,2,0
1180,1303a,1303b,1,2,-3,0,-2,0,-1,-1,-2,0
1181,0496d,0496a,1,1,3,0,-2,2,2,0,0,1
1182,1455a,1455b,1,0,0,0,3,-2,1,-1,2,0
1183,1289a,1289b,1,0,0,0,-1,0,1,-1,1,0
1184,0385c,1348c,0,0,3,0,3,0,0,-2,-1,0
1185,0575c,0313c,0,-1,0,0,0,0,0,-1,-2,0
1186,1099a,1099c,1,0,-4,-2,-1,0,-2,0,0,0
1187,0334a,1547a,0,0,4,0,-2,0,-2,0,2,0
1188,1490c,1481a,0,-1,1,0,0,0,-1,0,-3,0
1189,1197a,1253b,0,1,-1,0,1,0,1,-1,0,1
1190,1366c,1488b,0,-1,1,0,0,1,0,-1,-2,0
1191,0353a,1196b,0,1,3,0,2,0,0,0,0,1
1192,1330a,1330b,1,1,-1,1,3,0,2,0,1,0
1193,0355c,1448c,0,-2,-1,-1,0,0,0,-1,2,1
1194,0507b,0507c,1,1,0,0,-1,0,1,-2,-3,0
1195,1123a,0941c,0,2,1,1,-2,0,-3,0,-1,0
1196,1409b,1409a,1,0,1,-1,3,0,-1,-1,1,0
1197,1493a,0368c,0,0,0,0,-1,0,-1,2,0,0
1198,0518b,0518c,1,2,0,0,-1,0,-1,-1,-3,0
1199,0537c,1449c,0,1,-3,-2,-1,0,-1,0,1,0
1200,0396c,0396b,1,-2,0,1,1,0,0,1,4,0
1201,1491b,1491c,1,1,0,0,-1,1,1,3,0,0
1202,0473a,0354c,0,1,0,-1,1,0,0,-1,3,0
1203,1451b,0421a,0,2,4,0,3,0,2,1,2,1
1204,0380a,1538c,0,1,0,-1,2,1,0,0,-1,0
1205,1240a,1240c,1,3,0,0,-2,0,-1,-3,0,0
1206,1501c,1501a,1,1,1,0,2,-2,0,1,0,0
1207,1409a,0453c,0,1,1,0,0,0,0,0,3,0
1208,1227b,1513c,0,-2,0,0,-2,1,1,0,-3,-1
1209,1413a,1413c,1,1,-1,0,-1,-2,0,-1,1,1
1210,1127a,0422c,0,3,1,0,1,0,0,-1,1,0
1211,0473a,0357a,0,0,1,1,-1,0,1,2,-1,-1
1212,0327b,0434c,0,0,-1,0,-3,0,-1,0,0,0
1213,1504b,1504a,1,0,-3,0,-1,0,1,2,-2,-1
1214,0322b,0333a,0,0,-4,0,-1,0,2,0,-2,0
1215,1451c,0440c,0,1,4,0,-1,0,0,3,-1,1
1216,1164c,0475a,0,2,1,0,-3,-2,0,0,1,-1
1217,0313c,1323c,0,0,-4,1,-1,0,-2,0,2,0
1218,1350a,1405c,0,2,0,0,-3,1,0,2,-2,0
1219,0421b,0421a,1,2,0,0,-1,0,0,0,-1,1
1220,0367a,0367b,1,1,-3,0,2,0,-1,-1,-1,-1
1221,1300b,1300c,1,-2,0,0,0,2,1,0,-2,0
1222,1409a,1358c,0,1,0,0,-1,0,0,2,0,1
1223,1516a,0923c,0,-1,4,0,0,0,0,-1,0,1
1224,0380a,0380b,1,2,-1,0,3,-1,0,-1,0,1
1225,0350b,0350a,1,0,-3,0,0,0,-2,-1,0,0
1226,1409a,1419b,0,1,4,0,0,0,1,0,3,0
1227,1521a,1521b,1,1,4,0,2,2,2,0,0,1
1228,1382c,1382b,1,1,-1,0,-3,0,-1,-1,-1,-1
1229,1534a,1485c,0,1,2,0,3,0,2,-1,1,1
1230,1152c,0489a,0,0,-3,1,-1,0,0,2,0,0
1231,1267c,1366c,0,0,2,0,2,2,-1,-3,-1,0
1232,0307a,0307b,1,-2,-3,0,3,0,-1,1,-1,-1
1233,1504c,0403a,0,-3,1,-1,-2,2,0,-2,0,0
1234,1140c,0441b,0,-2,-3,-1,-3,-2,0,-3,0,-1
1235,1268b,1268c,1,1,0,0,1,0,-1,-2,0,0
1236,0587a,0587b,1,-2,-2,0,0,0,-2,1,0,0
1237,1303a,0370a,0,0,-3,1,-2,1,0,-3,-2,1
1238,1423a,1504b,0,-3,0,0,-3,1,-1,0,-2,-1
1239,1227a,1510a,0,-1,0,-1,0,0,-1,0,0,1
1240,1518c,0538a,0,1,3,-1,2,0,0,-1,1,0
1241,1441a,1441c,1,-1,0,0,0,2,2,0,2,1
1242,1495a,0521c,0,0,0,0,0,0,0,1,0,1
1243,1091b,1091a,1,-1,1,0,-3,0,0,2,-3,0
1244,0538a,0538c,1,1,0,0,3,0,1,0,1,1
1245,0440c,0440b,1,0,-1,0,0,0,1,0,-2,0
1246,1305a,1134a,0,0,-3,0,-3,0,-1,1,0,0
1247,1343a,1343b,1,-2,0,0,2,0,3,1,0,0
1248,0474b,1408a,0,0,3,1,-2,-2,1,-1,1,0
1249,1303a,1485c,0,-1,4,-1,-1,-3,0,0,-1,0
1250,0333c,0463b,0,3,3,0,1,0,1,-1,1,0
1251,0550c,1219c,0,-1,1,0,0,0,0,1,-3,0
1252,0386a,0911c,0,-1,1,0,1,0,1,-1,3,1
1253,1549c,0525c,0,-3,-3,0,2,0,-1,0,3,0
1254,1343a,1343c,1,-1,-1,0,0,0,-1,0,-2,-1
1255,1273a,0405b,0,1,2,-1,-2,0,1,-2,2,1
1256,1512b,1512c,1,1,3,1,-2,2,0,-1,-2,0
1257,1086b,1086c,1,-2,-1,0,-3,0,0,1,1,1
1258,1386a,1386b,1,-2,1,0,0,0,-1,-1,-1,0
1259,0503a,0503b,1,0,0,0,1,0,1,-2,2,1
1260,0451b,0451c,1,-1,-2,1,0,0,0,0,-2,0
1261,0405a,0405b,1,1,-1,0,3,2,-1,0,1,0
1262,1450b,0357b,0,1,0,0,-3,2,0,1,3,0
1263,0379b,0379c,1,0,0,0,-1,-2,2,-1,1,1
1264,1267c,1567c,0,-1,0,0,-3,2,0,-1,1,0
1265,0584a,0539b,0,-2,-3,0,0,0,0,0,-3,-1
1266,1475a,1475b,1,-2,-3,0,-3,0,1,0,1,0
1267,1482a,1350a,0,-2,-3,0,3,0,-2,-1,-2,0
1268,0432a,0432c,1,2,0,0,2,2,-2,0,1,1
1269,1343b,1343c,1,0,0,0,1,2,1,0,1,1
1270,0315b,0315a,1,-1,-1,-1,-2,1,1,-3,0,0
1271,1545b,1545c,1,1,-3,1,0,0,-2,0,-1,0
1272,1426b,1477a,0,1,3,0,-2,2,0,-3,2,0
1273,1447c,0392b,0,0,3,1,-2,0,0,0,1,0
1274,1531b,1531a,1,-1,-4,0,-4,0,0,0,-1,-1
